id,title,link,content,gold_label
533,ایسا مصنوعی پودا تیار جو فضا کی صفائی کے ساتھ بجلی بھی بناتا ہے,https://urdu.geo.tv/latest/383975-,  سائنسدانوں نے ایسا مصنوعی پودا تیار کیا ہے جو فضا کو صاف کرنے کے ساتھ ساتھ بجلی بھی پیدا کرسکتا ہے۔ امریکا کی بنگھمٹن یونیورسٹی کے ماہرین نے یہ پودا تیار کیا۔ انہوں نے پودے کو  بائیولوجیکل سولر سیلز اور  بیکٹیریا کی مدد سے تیار کیا۔ ابھی یہ پودا محض ایک کانسیپٹ ڈیزائن ہے۔ یہ  ایسی تہوں پر مشتمل ہے جو فضا سے کاربن ڈائی آکسائیڈ کی صفائی کے ساتھ ساتھ اتنی بجلی پیدا کرتی ہیں جو ایک بلب کو جلانے کے لیے کافی ہے۔ سائنسدانوں کو توقع ہے کہ مستقبل میں یہ مصنوعی پودا فضائی آلودگی کی روک تھام میں عام پودوں سے زیادہ مؤثر ثابت ہوگا۔ ماہرین نے دعویٰ کیا کہ یہ پودا چار دیواری کے اندر کی روشنی سے بھی  عمل کرنے کی صلاحیت رکھتا ہے جو عام پودے نہیں کر پاتے۔ اسی طرح یہ مصنوعی پودا چار دیواری کے اندر کاربن ڈائی آکسائیڈ کی شرح میں  فیصد کمی بھی لاتا ہے۔,science-technology
534,واٹس ایپ میں لو لائٹ موڈ فیچر کو استعمال کرنے کا طریقہ جانیں,https://urdu.geo.tv/latest/383900-,  واٹس ایپ میں ویڈیو کالز کے تجربے کو بہتر بنانے کے لیے لو لائٹ موڈ متعارف کرایا گیا ہے۔ اس فیچر کا مقصد ایسی جگہوں پر ویڈیو کالز کا معیار بہتر بنانا ہے جہاں روشنی ناقص ہوتی ہے۔ اس فیچر کا اعلان کمپنی کی جانب سے گزشتہ دنوں کمپنی کی جانب سے متعدد فیچرز کے ساتھ کیا گیا تھا۔ کمپنی کے مطابق واٹس ایپ میں لو لائٹ موڈ کو ان ایبل کرنے سے کم روشنی والے مقامات پر ویڈیو کال کا معیار بہتر ہو جاتا ہے۔ مگر اس فیچر کو استعمال کیسے کریں؟ واٹس ایپ میں لو لائٹ موڈ کو استعمال کرنے کا طریقہ بہت آسان ہے۔ اس مقصد کے لیے کسی ویڈیو کال کے دوران اوپر دائیں جانب نظر آنے والے بلب کے لوگو پر کلک کریں۔ ایسا کرنے کے بعد لو لائٹ موڈ ان ایبل ہو جائے گا۔ اسی طرح سے آپ لو لائٹ موڈ کو ٹرن آف بھی کرسکتے ہیں۔ یہ فیچر آئی او ایس اور اینڈرائیڈ ڈیوائسز کے لیے دستیاب ہے البتہ اسے اب تک ویب ورژن کے لیے متعارف نہیں کرایا گیا۔,science-technology
535,گوگل میپس کے ڈیزائن میں تبدیلی کرنے کا فیصلہ,https://urdu.geo.tv/latest/383896-,  اگر آپ گوگل میپس کو موسم کی تفصیلات جاننے کے لیے استعمال کرتے ہیں تو آپ کے لیے بری خبر ہے۔ گوگل کی جانب سے گوگل موبائل میپس کی موبائل ایپ کے ڈیزائن کو تبدیل کیا جا رہا ہے اور موسم کا سیکشن کسی اور جگہ منتقل کیا جا رہا ہے۔  ٹو  گوگل کی رپورٹ کے مطابق موسم کی تفصیلات کے سیکشن کو گوگل میپس کا حصہ بنے ایک سال سے بھی کم عرصہ ہوا ہے اور اب اسے دوسری جگہ منتقل کیا جا رہا ہے۔ ابھی آپ کے علاقے کا درجہ حرارت اور فضا کا معیار گوگل میپس کی ایپ میں بائیں جانب اوپر نظر آتا ہے۔ مگر اب موسم کا حال جاننے کے لیے گوگل میپس کو زیادہ کھنگالنا پڑے گا۔ موسم کے سیکشن کو دوسری جگہ منتقل کرنے کا مقصد گوگل میپس کے یوزر انٹرفیس کو سادہ اور آسان بنانا ہے۔ اب موسم کی تفصیلات ایپ کے نیچے دائیں جانب لیٹسٹ ان دی ایریا سیکشن میں نظر آئیں گی۔ ابھی اس تبدیلی کی آزمائش گوگل میپس کے بیٹا  ورژن میں کی جا رہی ہے تو اسے کب تک تمام صارفین کے لیے متعارف کرایا جائے گا ابھی یہ کہنا مشکل ہے۔ اس سے قبل گوگل میپس کی آئی او ایس ڈیوائسز کے لیے ایپ کو ری ڈیزائن کیا گیا تھا اور اسکرین کے نیچے موجود ٹیبز کی تعداد  سے کم کرکے  کر دی گئی تھی۔,science-technology
536,دنیا کا پہلا پرائیویٹ اسپیس اسٹیشن اندر سے کیسا ہوگا؟,https://urdu.geo.tv/latest/383879-,  متعدد افراد بچپن میں خلا میں جانے کا خواب دیکھتے ہیں مگر انٹرنیشنل اسپیس اسٹیشن آئی ایس ایس ہمارے خیالات جتنا اچھا نہیں۔ وہاں جانے والے خلا باز فون بوتھ کے حجم کے کمروں میں سونے پر مجبور ہوتے ہیں اور اکثر ہفتوں تک ایک ہی لباس پہنے رکھتے ہیں۔ مگر اب دنیا کا پہلا پرائیویٹ اسپیس اسٹیشن خلا میں جانے کے لیے تیار ہے۔ ہیون  نامی یہ اسپیس اسٹیشن آئی ایس ایس کے مقابلے میں بہت زیادہ جدید اور سہولیات سے لیس ہے۔ اس میں بڑے بستر جم اور دیگر متعدد آسائشات خلا بازوں کو دستیاب ہوں گی۔ یہ اسپیس اسٹیشن  میں لانچ کیا جائے گا جسے ایک امریکی کمپنی  نے تیار کیا ہے۔ اس اسپیس اسٹیشن کو پیٹر رسل کلارک نے ڈیزائن کیا ہے جو ماضی میں ایپل کے ساتھ بھی کام کرچکے ہیں۔ انہوں نے بتایا کہ بغیر کشش ثقل کے رہنا خلا بازوں کے لیے منفرد چیلنجز کا باعث بنتا ہے مگر ان کے لیے زیادہ آرام دہ ماحول کو تشکیل دینے سے کافی کچھ بدل سکتا ہے۔ باہر سے دیکھنے میں یہ کسی عام اسپیس کرافٹ جیسا نظر آتا ہے مگر اس کا اندرونی حصہ آئی ایس ایس کے مقابلے میں بہت زیادہ بہتر ہے۔ کمپنی کے مطابق ہیون  کا اندرونی حصہ نرم ہے اور لوگوں کے تحفظ کے لیے تمام تر احتیاطی تدابیر اختیار کی گئی ہیں تاکہ انہیں ہوا میں تیرتے ہوئے مسائل کا سامنا نہ ہو۔ اس کے کمرے خلا بازوں کو ماحول میں آنے والی تبدیلی سے مطابقت پیدا کرنے میں مدد فراہم کریں گے جبکہ ان کی تفریح اور آن لائن کمیونیکیشن کا بھی خیال رکھا گیا ہے۔ کشش ثقل کے بغیر کسی اسپیس اسٹیشن کے کمرے میں سونا خلا بازوں کے لیے چیلنج ثابت ہوتا ہے مگر اس نئے اسپیس اسٹیشن میں اس مسئلے کو مدنظر رکھا گیا ہے۔ کمپنی کے مطابق بستروں پر رات کے وقت مساوی دباؤ فراہم کیا جائے گا تاکہ اچھی نیند ممکن ہوسکے۔ اس اسپیس اسٹیشن کی تعمیر کے اخراجات کے بارے میں تو کچھ نہیں بتایا گیا مگر کمپنی کا کہنا ہے کہ اسے لانچ کرنے کے وقت تک وہ ایک ارب ڈالرز کی سرمایہ کاری کرے گی۔,science-technology
537,ملازمین کی چھٹی، گھر کے کام کاج کرنیوالے روبوٹ کتنی قیمت میں خریدے جاسکتے ہیں؟,https://urdu.geo.tv/latest/383799-,  کیا آپ بھی آئے روز  کام والی ملازمہ کی چھٹیوں سے تنگ آگئے ہیں ؟ اگر آپ بھی ان ملازماؤں  کا متبادل ٹیکنالوجی میں تلاش کرتے ہیں تو ایلون مسک کا یہ انسان نما آپٹیمس روبوٹ آپ کیلئے ایک بہترین انتخاب ہے۔ ٹیسلا کے سی ای او ایلون مسک نے گزشتہ برس کے آخری دنوں  آپٹیمس روبوٹ متعارف کروایا جس کی نمائش کے  دوران مسک نے  دعویٰ کرتے ہوئے سب کو حیران کیا  تھا کہ  ان کے متعارف کردہ روبوٹس کچھ بھی کر سکتے ہیں۔ ایلون مسک نے انسان نما روبوٹ کے نئے ورژن کی ویڈیو پوسٹ کی۔ ایلون مسک  نے بتایا تھا کہ  ان کے متعارف کردہ روبوٹس انسانوں کے درمیان رہیں گے اور گھر کے کام کاج میں مدد کریں گے روبوٹس کے  کاموں میں مہمانوں کو مشروبات پیش کرنا چہل قدمی مالک کا کتا پکڑنا بچوں کی دیکھ بھال گروسری لینا اور لان کی کٹائی جیسے کام  شامل ہیں ۔ ایلون مسک نے  اپنی اس ایجاد کو کسی بھی قسم کی اب تک کی سب سے بڑی پروڈکٹ قرار دیا تھا جس کے بعد  سے گھر کے کام کاج میں ہاتھ بٹانے والے یہ روبوٹس بڑے پیمانے پر لوگوں کی توجہ حاصل کرنے میں کامیاب ہوگئے ہیں۔ یہی وجہ ہے کہ ان روبوٹس کی قیمت کے حوالے سے بھی  لوگوں میں تجسس پایا جاتا ہے تو آئیے جانتے ہیں کہ ان روبوٹس کی قیمت کیا ہے؟ ایلون مسک کے مطابق  ٹیسلا کے آپٹیمس روبوٹس کی قیمت ہزار سے   ہزار ڈالر کے درمیان  ہے تاہم آپٹیمس روبوٹس کی تیاری ابھی جاری ہے جس  کا حتمی ورژن  تاحال مکمل نہیں کیا جاسکا ہے۔ ٹیکنالوجی ویب سائٹس کے مطابق  مارکیٹ میں آنے کے بعد ان کے   روبوٹس کی قیمت  ہزار ڈالر ہوگی جو نہ صرف اپنے مالک کے گھریلو کاموں کے لیے وقف ہوگا بلکہ کسی بھی شخص کی کاروباری اور پیشہ ورانہ زندگی میں بھی کارآمد ثابت ہو سکتا ہے۔,science-technology
538,ایکس (ٹوئٹر) کا نئی پرائیویسی پالیسی کے تحت صارفین کا ڈیٹا تھرڈ پارٹیز کو فراہم کرنیکا فیصلہ,https://urdu.geo.tv/latest/383713-,  سوشل میڈیا پلیٹ فارم ایکس ٹوئٹر نے نئی پرائیویسی پالیسی تیار کرلی ہے جس کا اطلاق  نومبر  سے ہو رہا ہے۔ ایلون مسک کے زیر ملکیت سوشل میڈیا پلیٹ فارم کی نئی پرائیویسی پالیسی صارفین کی پرائیویسی کے لیے زیادہ اچھی نہیں۔ کمپنی نے اس پرائیویسی پالیسی کوآن لائنبھی جاری کر دیا ہے۔ اس پالیسی کے تحت سوشل میڈیا کمپنی تھرڈ پارٹیز کے ساتھ صارفین کا ڈیٹا آرٹی فیشل انٹیلی جنس اے آئی ماڈلز کو تربیت دینے کے لیے شیئر کرسکے گی۔ یہ پالیسی کسی بھی کمپنی کو فیس کے عوض ایکس کے لائسنس ڈیٹا تک رسائی فراہم کرے گی۔ ایکس کی نئی پالیسی میں تھرڈ پارٹی  نامی ایک نئے سیکشن کا اضافہ کیا گیا ہے۔ اس سیکشن میں لکھا ہے کہ ہم آپ کی تفصیلات تھرڈ پارٹیز کے ساتھ شیئر کرسکتے ہیں اس کا انحصار صارفین کی سیٹنگز یا ان کے ڈیٹا شیئر کرنے کے فیصلے پر ہوگا۔ کمپنی کے مطابق اگر صارفین اس پالیسی کو قبول کرتے ہیں تو کچھ معاملات میں تھرڈ پارٹیز کی جانب سے ان تفصیلات کو اپنے مقاصد جیسے اے آئی ماڈلز کو تربیت دینے کے لیے استعمال کیا جاسکتا ہے۔ اگرچہ کمپنی کی جانب سے پالیسی کو قبول نہ کرنے کے آپشن کا ذکر کیا گیا ہے مگر یہ واضح نہیں کہ صارفین ایسا کیسے کرسکیں گے۔ فی الحال پرائیویسی پالیسی میں ڈیٹا شیئر سے   کا کوئی آپشن نظر نہیں آتا مگر ہوسکتا ہے کہ نومبر میں یہ آپشن صارفین کو دستیاب ہو۔ دیگر کمپنیوں کو لائسنس ڈیٹا کی فراہمی سے ایکس کے لیے آمدنی کا نیا دروازہ کھل جائے گا۔ پرائیویسی پالیسی کے ساتھ ساتھ ایکس کی جانب سے ٹرمز آف سروس کو بھی اپ ڈیٹ کیا جا رہا ہے جس کے تحت بڑے پیمانے پر ٹوئٹس اسکریپنگ کرنے والے صارفین پر جرمانے عائد کیے جائیں گے۔ کمپنی کے مطابق اگر کوئی صارفین ایک دن میں  لاکھ سے زائد پوسٹس کو دیکھتا یا ان تک رسائی حاصل کرتا ہے تو اس پر  ہزار ڈالرز کا جرمانہ عائد کیا جائے گا۔,science-technology
539,ایک سیکنڈ میں 20 سے زیادہ فلمیں ڈاؤن لوڈ کرنے والی 6 جی ٹیکنالوجی کا کامیاب تجربہ,https://urdu.geo.tv/latest/383705-,  ویسے تو  جی ٹیکنالوجی ہی دنیا بھر میں دستیاب نہیں مگر ماہرین کی جانب سے اگلی نسل کی موبائل انٹرنیٹ ٹیکنالوجی پر تیزی سے کام کیا جا رہا ہے۔ مگر یہ موبائل انٹرنیٹ ٹیکنالوجی  جی کے مقابلے میں کتنی زیادہ تیز ہوگی؟ اس کا ممکنہ جواب سامنے آگیا ہے۔ لندن کالج یونیورسٹی کے ماہرین نے ایک تحقیق کے دوران  جی نیٹ ورک پر وائرلیس ڈیٹا بھیجنے کا تجربہ کیا۔ اس تجربے کے دوران ماہرین نے فی سیکنڈ  گیگابٹ ڈیٹا سینڈ کرنے میں کامیابی حاصل کی اور یہ رفتار موجودہ  جی کنکشنز کے مقابلے میں  ہزار گنا سے بھی زیادہ تیز ہے۔ چینی ماہرین نے  جی ٹیکنالوجی میں بڑی پیشرفت کرتے ہوئے دنیا کا پہلا فیلڈ ٹیسٹ نیٹ ورک نصب کیا ہے۔ آسان الفاظ میں انٹرنیٹ کی اتنی زیادہ رفتار سے آپ فی سیکنڈ  سے زیادہ فلمیں ڈاؤن لوڈ کرسکتے ہیں یا فی سیکنڈ  ای میلز سینڈ کرسکتے ہیں۔ ماہرین نے اتنی زیادہ تیزی سے ڈیٹا بھیجنے میں کامیابی ایک نئی فریکوئنسی اسپیکٹرم کے ذریعے حاصل کی۔ اس فریکوئنسی اسپیکٹرم کی آزمائش پہلے کبھی نہیں کی گئی تھی۔ ماہرین نے ڈیٹا بھیجنے کے لیے ریڈیو ویوز اور لائٹ کو باہم ملا کر استعمال کیا اور اس امتزاج سے انہیں انٹرنیٹ اسپیڈ کے سابقہ ریکارڈ کو توڑنے میں کامیابی ملی۔ محققین نے بتایا کہ یہ بالکل ایسا ہے جیسے ایک تنگ اور سیدھی شاہراہ کو  لین کے ہائی وے میں تبدیل کر دیا جائے۔ انہوں نے کہا کہ جس طرح ہمیں زیادہ گاڑیاں چلانے کے لیے کشادہ سڑکوں کی ضرورت ہوتی ہے اسی طرح ہمیں زیادہ ڈیٹا بھیجنے کے لیے زیادہ بینڈ ودتھ کی ضرورت ہوگی۔ ماہرین کی جانب سے اسمارٹ فون کمپنیوں اور نیٹ ورک پرووائیڈرز سے بھی بات چیت کی جا رہی ہے تاکہ اس ٹیکنالوجی کو صارفین تک جلد پہنچایا جاسکے۔ اس تحقیق کے نتائج جرنل آف لائٹ ویو ٹیکنالوجی میں شائع ہوئے۔ خیال رہے کہ  جی ٹیکنالوجی کو  میں متعارف کرایا گیا تھا اور دنیا کے بیشتر ممالک میں اسمارٹ فونز کے لیے اس کی سپورٹ دستیاب ہے۔ امریکا میں  جی موبائل انٹرنیٹ کی زیادہ سے زیادہ اسپیڈ  ایم بی فی سیکنڈ ہے مگر نظریاتی طور پر  جی کی زیادہ سے زیادہ اسپیڈ  جی بی پی ایس ہو سکتی ہے۔ جی ایس ایم ایسوسی ایشن کے مطابق  جی ٹیکنالوجی پر ابھی کام جاری ہے اور اسے  کی دہائی کے شروع میں متعارف کرایا جا سکتا ہے۔  جی اور  جی میں بنیادی فرق الیکٹرو میگنیٹک اسپیکٹرم کے فریکوئنسی بینڈز میں ہوگا۔  جی سگنلز عموماً  گیگا ہرٹز سے  گیگا ہرٹز کے بینڈز کے درمیان ٹرانسمیٹ ہوتے ہیں جبکہ  جی کے لیے  سے  گیگا ہرٹز بینڈز سگنلز استعمال کیے جائیں گے۔ چونکہ  جی بی ٹیکنالوجی کے لیے زیادہ طاقتور فریکوئنسی بینڈز پر انحصار کیا جائے گا تو اس کے لیے نئے انفرا اسٹرکچر کی بھی ضرورت ہوگی۔,science-technology
540,یوٹیوب میں بہترین فیچر متعارف جو ویڈیوز دیکھنے کا تجربہ بہتر بنائے گا,https://urdu.geo.tv/latest/386141-,  یوٹیوب میں ایک ایسا نیا فیچر متعارف کرایا جا رہا ہے جو اس پلیٹ فارم پر ویڈیوز دیکھنے کا تجربہ بہتر بنائے گا۔ گوگل کے زیر ملکیت ویڈیو شیئرنگ پلیٹ فارم میں ایک نیا پلے بیک سلائیڈر متعارف کرایا جار ہا ہے جس میں ایسے ٹولز موجود ہیں جو ویڈیو دیکھنے کے تجربے کو بہتر بنائیں گے۔  ٹو  گوگل کی ایک رپورٹ میں بتایا گیا کہ یوٹیوب کی جانب سے پرانے پلے بیک اسپیڈ آپشن کو نئے سلائیڈر انٹرفیس سے تبدیل کیا جا رہا ہے۔ اس نئے سلائیڈر میں آپ ویڈیو پلے بیک اسپیڈ کو  سیکنڈ بھی کرسکیں گے۔ پلے بیک اسپیڈ کنٹرولز سے یوٹیوب ویڈیوز کو دیکھتے ہوئے صارفین کو بہت زیادہ فائدہ ہوسکتا ہے۔ یعنی اگر آپ کسی چیز کو یاد کرنے یا سیکھنے کی کوشش کر رہے ہیں تو آپ ویڈیو کی اسپیڈ کو نمایاں حد تک سست کرکے دیکھ سکیں گے۔ اس سے قبل پلے بیک کنٹرولز میں صارفین کو  آپشنز     اور  دستیاب تھے۔ نئے سلائیڈر میں پرانے آپشنز تو دستیاب ہوں گے ہی اس کے ساتھ ساتھ  سیکنڈ  سیکنڈ اور  سیکنڈ کے آپشنز بھی نظر آئیں گے۔ رپورٹ میں بتایا گیا کہ یہ نیا فیچر سب سے پہلے اینڈرائیڈ اور آئی او ایس ڈیوائسز کے لیے متعارف کرایا جا رہا ہے۔ البتہ ڈیسک ٹاپ ورژن میں اسے کب تک متعارف کرایا جائے گا اس بارے میں ابھی کچھ کہنا مشکل ہے۔ اس سے قبل گوگل کی جانب سے یوٹیوب کے منی پلیئر کو ری ڈیزائن کیا گیا تھا جبکہ سیٹنگز مینیو کو بھی سادہ بنایا گیا تھا۔,science-technology
541,مائیکرو سافٹ نوٹ پیڈ میں اے آئی فیچر کا اضافہ,https://urdu.geo.tv/latest/386134-,  مائیکرو سافٹ کی  دہائیوں پرانی ایپ نوٹ پیڈ میں جنریٹیو آرٹی فیشل انٹیلی جنس اے آئی فیچر کا اضافہ کیا جا رہا ہے۔ کمپنی کی جانب سے ایک بلاگ پوسٹ میں اعلان کیا گیا کہ نوٹ پیڈ میں ری رائٹ نامی فیچر کو متعارف کرایا جا رہا ہے۔ یہ فیچر ٹیکسٹ کو ایڈٹ کرنے کے لیے اے آئی ماڈل کو استعمال کرے گا۔ ری رائٹ کے ذریعے صارفین اپنے ٹیکسٹ کی لمبائی تبدیل کرسکیں گے یا اس کی شکل بدل سکیں گے۔ ونڈوز  آپریٹنگ سسٹم استعمال کرنے والے صارفین کے لیے مائیکرو سافٹ نوٹ پیڈ میں ان فیچرز کو متعارف کرایا گیا۔ خیال رہے کہ ونڈوز آپریٹنگ سسٹم میں نوٹ پیڈ ایپ  سے موجود ہے اور اس کا مقصد صارفین کو سادہ ٹیسکٹ ڈاکومنٹس تیار کرنے میں مدد فراہم کرنا ہے۔  دہائیوں کے دوران اس ایپ میں کچھ زیادہ تبدیلیاں نہیں کی گئیں۔ مگر جولائی  میں مائیکرو سافٹ نے نوٹ پیڈ ایپ میں اسپیل چیک اور آٹو کریکٹ جیسے فیچرز کا اضافہ کیا گیا تھا۔ ونڈوز  آپریٹنگ سسٹم استعمال کرنے والے صارفین کے لیے مائیکرو سافٹ نوٹ پیڈ میں ان فیچرز کو متعارف کرایا گیا۔ ری رائٹ فیچر کو استعمال کرنے کے لیے اس ٹیکسٹ کو ہائی لائٹ کریں جس کو تبدیل کرنا چاہتے ہیں۔ اس کے بعد ماؤس پر رائٹ کلک کرکے ری رائٹ کا انتخاب کریں۔ ایسا کرنے کے بعد پوپ اپ ونڈو میں ٹیکسٹ لینتھ ٹون اور ٹیکسٹ فارمیٹ کے آپشنز نظر آئیں گے۔ اپنا آپشن منتخب کرنے کے بعد ری پلیس پر کلک کریں جس کے بعد ری رائٹ کی جانب سے  آپشنز فراہم کیے جائیں گے۔ یہ فیچر فی الحال محدود صارفین کو ونڈوز  میں دستیاب ہوگا۔,science-technology
542,وہ اسمارٹ فون جو ابھی دنیا میں سب سے زیادہ فروخت ہو رہا ہے,https://urdu.geo.tv/latest/386124-,  دنیا میں اس وقت سب سے زیادہ فروخت ہونے والا اسمارٹ فون کسی اینڈرائیڈ ڈیوائس بنانے والی کمپنی کا نہیں بلکہ ایپل کا آئی فون  ہے۔ اسمارٹ فونز کی فروخت کے اعدادوشمار جاری کرنے والی کمپنی کاؤنٹر پوائنٹ نے  کی تیسری سہ ماہی جولائیری سے ستمبر کے دوران سب سے زیادہ فروخت ہونے والے فونز کے بارے میں بتایا ہے۔ رپورٹ کے مطابق جولائی سے ستمبر کے دوران دنیا بھر میں ایپل کا آئی فون  سب سے زیادہ فروخت ہوا جسے  میں متعارف کرایا گیا تھا۔  کی تیسری سہ ماہی کے دوران مجموعی مارکیٹ شیئر میں آئی فون  کا حصہ  فیصد رہا۔ دنیا میں سب سے زیادہ فروخت ہونے والے  اسمارٹ فونز آئی فون  سیریز کے ہیں۔ دوسری اور تیسرے نمبر پر بھی بالترتیب ایپل کے آئی فون  پرو میکس اور آئی فون  پرو رہے۔ رپورٹ حیران کن نہیں کیونکہ عموماً آئی فونز کے مختلف ماڈلز ہی دنیا میں سب سے زیادہ فروخت ہوتے ہیں اور آئی فون  کافی عرصے سے دنیا میں سب سے زیادہ فروخت ہونے والا اسمارٹ فون ہے۔ زیادہ دلچسپ بات یہ ہے کہ دنیا بھر میں استعمال ہونے والے اسمارٹ فونز میں آئی فونز کا مجموعی حصہ  فیصد ہے جبکہ  فیصد اینڈرائیڈ فونز ہیں۔ کاؤنٹر پوائنٹ کے ڈیٹا کے مطابق  میں دنیا بھر میں سب سے زیادہ فروخت ہونے والا اسمارٹ فون آئی فون  تھا جبکہ آئی فون  پرو میکس اور  پرو بالترتیب دوسرے اور تیسرے نمبر پر رہے تھے۔ اس سے قبل جنوری سے مارچ اور اپریل سے جون  کے دوران بھی دنیا میں سب سے زیادہ فروخت ہونے والے فونز میں آئی فونز کا غلبہ رہا تھا۔ رواں سال کی پہلی سہ ماہی کے دوران ایک سے  نمبر پر سب سے زیادہ فروخت ہونے والے اسمارٹ فونز ایپل کے تیار کردہ تھے۔ اس عرصے میں آئی فون  پرو میکس دنیا میں سب سے زیادہ فروخت ہونے والا اسمارٹ فون ثابت ہوا تھا۔ اس کے بعد آئی فون  دوسرے آئی فون  پرو تیسرے جبکہ آئی فون  چوتھے نمبر پر رہا۔ اسی طرح اپریل سے جون کے دوران آئی فون  پہلے نمبر پر رہا تھا۔ آئی فون  پرو میکس دوسرے جبکہ آئی فون  پرو تیسرے نمبر پر رہا۔,science-technology
543,کینیڈا کا ٹک ٹاک کو اپنی سرزمین پر بزنس آپریشنز بند کرنیکا حکم,https://urdu.geo.tv/latest/386009-,  کینیڈا نے ٹک ٹاک کو اپنی سرزمین پر تمام بزنس آپریشنز بند کرنے کا حکم دیا ہے۔ کینیڈا کی جانب سے سوشل میڈیا پلیٹ فارم کی سرپرست کمپنی بائیٹ ڈانس کو قومی سلامتی کے لیے خطرہ قرار دیکر یہ فیصلہ کیا گیا۔ اس اقدام کے بعد ٹک ٹاک کو کینیڈین سرزمین پر اپنا کاروبار بند کرنے کے لیے مجبور کیا جائے گا مگر وہاں ویڈیو شیئرنگ ایپ کے استعمال پر پابندی عائد نہیں کی جا رہی۔ کینیڈا کے وزیر سائنس و صنعت   نے کہا کہ  بائیٹ ڈانس کے آپریشنز سے قومی سلامتی کو خطرات لاحق ہیں۔ مئی  میں اس قانون کو عدالت میں چیلنج کیا گیا اور  ستمبر کو اس کی پہلی سماعت ہوئی۔ انہوں نے کہا کہ یہ فیصلہ ان شواہد اور تفصیلات کو مدنظر رکھ کر کیا گیا جن کو کینیڈا کی سکیورٹی اور انٹیلی جنس کمیونٹی اور دیگر حکومتی شراکت داروں کے مشورے کے بعد اکٹھا کیا گیا۔ اس سے قبل کینیڈا نے حکومتی ڈیوائسز پر ایپ کے استعمال پر پابندی عائد کی تھی۔ اسی طرح کچھ مہینے قبل امریکا نے بھی ایک قانون کی منظوری دی تھی جس کے تحت ٹک ٹاک کو امریکی سرزمین پر اپنا کاروبار کسی مقامی کمپنی کو فروخت کرنے کی ہدایت کی گئی تھی ورنہ اس پر پابندی عائد کر دی جائے گی۔ امریکا نے بھی اس فیصلے کے لیے قومی سلامتی کو لاحق مبینہ خطرات کو جواز بنایا تھا۔ دوسری جانب ٹک ٹاک کے ایک ترجمان نے کہا کہ کمپنی کی جانب سے کینیڈا کے حکم کو عدالت میں چیلنج کیا جائے گا۔ ترجمان کے مطابق ٹک ٹاک کے کینیڈا میں موجود دفاتر کی بندش اور سیکڑوں مقامی ملازمتوں کو ختم کرنا کسی کے مفاد میں نہیں۔ ترجمان کا کہنا تھا کہ ہم اس فیصلے کے خلاف عدالت سے رجوع کریں گے۔,science-technology
